#{"env_id": null, "t_start": 1550428186.0805254}
r,l,t
-1.0,100,4.297483
1.0,70,6.104753
-1.0,100,7.19732
-1.0,100,7.505987
1.0,21,8.416881
-1.0,100,8.725314
1.0,76,9.75536
1.0,60,9.946589
1.0,43,10.931046
-1.0,100,12.142189
1.0,73,12.366682
-1.0,100,13.646079
1.0,14,13.694224
-1.0,100,15.058998
-1.0,100,16.306643
-1.0,100,16.626311
-1.0,100,17.87076
-1.0,100,19.150268
-1.0,100,20.355215
-1.0,100,20.66689
-1.0,100,21.926237
1.0,59,22.977041
-1.0,100,23.332248
-1.0,100,24.55309
-1.0,100,25.735075
1.0,20,25.799146
1.0,11,25.832043
-1.0,100,26.9903
1.0,84,28.258991
-1.0,100,28.583467
-1.0,100,29.968962
-1.0,100,31.377852
-1.0,100,32.570111
-1.0,100,33.813828
-1.0,100,34.169711
-1.0,100,35.463902
-1.0,100,36.78208
1.0,18,36.83964
-1.0,100,38.006872
-1.0,100,39.21269
-1.0,100,39.542682
-1.0,100,40.863885
1.0,45,41.893851
1.0,22,41.966963
-1.0,100,43.275447
-1.0,100,43.79851
-1.0,100,45.145075
-1.0,100,46.377051
-1.0,100,47.649555
1.0,9,47.680447
-1.0,100,48.89353
1.0,100,49.214218
1.0,54,50.338931
-1.0,100,50.702553
-1.0,100,51.958996
-1.0,100,53.181857
-1.0,100,54.394146
-1.0,100,55.726243
1.0,86,56.013058
-1.0,100,57.336643
-1.0,100,58.596338
-1.0,100,59.904667
1.0,36,60.022892
1.0,42,60.164305
1.0,67,61.278561
1.0,29,61.373185
-1.0,100,62.655382
1.0,60,62.872739
-1.0,100,64.261956
-1.0,100,65.510201
-1.0,100,66.877151
-1.0,100,67.222741
-1.0,100,68.594439
-1.0,100,69.793262
-1.0,100,71.027674
-1.0,100,71.384584
-1.0,100,72.675768
-1.0,100,73.903214
-1.0,100,75.091374
1.0,89,76.34234
1.0,37,76.458965
1.0,57,76.656874
-1.0,100,77.886235
1.0,75,79.089206
-1.0,100,79.439284
-1.0,100,80.702188
1.0,20,80.779957
1.0,27,81.824418
1.0,16,81.880595
-1.0,100,82.224757
1.0,45,83.279797
1.0,11,83.323741
1.0,54,83.530187
-1.0,100,84.905909
1.0,64,86.005433
-1.0,100,86.393175
-1.0,100,87.813872
-1.0,100,89.046011
1.0,6,89.066271
-1.0,100,90.371361
-1.0,100,91.659815
1.0,19,91.734616
-1.0,100,92.093317
1.0,93,93.395662
-1.0,100,94.703024
1.0,3,94.716805
-1.0,100,95.96393
-1.0,100,97.184374
-1.0,100,97.527577
1.0,35,98.632802
-1.0,100,98.989289
-1.0,100,100.232749
1.0,52,101.307933
1.0,5,101.329161
1.0,28,101.426802
1.0,39,101.565325
1.0,39,101.708839
-1.0,100,102.921589
1.0,77,104.06854
-1.0,100,105.314822
-1.0,100,105.670411
-1.0,100,106.866832
-1.0,100,108.102021
1.0,28,108.195151
1.0,99,109.466111
-1.0,100,110.812063
-1.0,100,112.082158
1.0,53,112.251216
1.0,11,112.290784
1.0,29,112.396231
1.0,18,112.462442
-1.0,100,113.749677
1.0,7,113.774829
-1.0,100,115.133754
-1.0,100,116.380077
1.0,57,116.58754
1.0,34,117.604748
-1.0,100,117.945355
-1.0,100,119.202953
1.0,7,119.228162
-1.0,100,120.521803
1.0,47,120.682804
-1.0,100,121.927587
1.0,85,123.087007
-1.0,100,124.323957
-1.0,100,124.662641
1.0,16,124.713845
1.0,66,125.830178
1.0,34,125.94069
-1.0,100,127.26704
1.0,81,128.473683
-1.0,100,128.816487
-1.0,100,130.070325
-1.0,100,131.30881
1.0,25,131.392012
1.0,22,131.465871
-1.0,100,132.676807
1.0,98,133.92814
-1.0,100,135.169057
-1.0,100,135.523074
-1.0,100,136.744687
1.0,73,137.889405
1.0,98,139.118279
1.0,7,139.143923
-1.0,100,139.485569
1.0,15,139.536561
1.0,81,140.748287
-1.0,100,142.005428
-1.0,100,143.223036
1.0,90,143.519984
1.0,52,144.598312
-1.0,100,145.845759
1.0,42,145.986468
-1.0,100,147.228084
-1.0,100,147.556999
1.0,84,148.806329
-1.0,100,150.124817
1.0,60,150.326639
-1.0,100,151.650934
-1.0,100,152.858884
-1.0,100,154.166805
-1.0,100,155.431235
-1.0,100,155.778553
-1.0,100,157.068703
1.0,15,157.130254
-1.0,100,158.405833
-1.0,100,159.686968
-1.0,100,160.957917
-1.0,100,161.323403
-1.0,100,162.569078
1.0,47,162.741278
-1.0,100,164.057941
