#{"t_start": 1550434773.8361635, "env_id": null}
r,l,t
-1.0,100,7.237423
1.0,23,7.328915
-1.0,100,9.845947
-1.0,100,11.219936
-1.0,100,12.660347
-1.0,100,14.067856
1.0,11,14.112892
1.0,46,14.293641
-1.0,100,15.682187
-1.0,100,17.149039
-1.0,100,17.558854
-1.0,100,18.878035
-1.0,100,20.296947
-1.0,100,21.73615
-1.0,100,22.147188
-1.0,100,23.507509
1.0,67,24.843779
1.0,85,25.200529
-1.0,100,26.755502
1.0,62,27.986329
-1.0,100,29.37364
-1.0,100,29.765519
-1.0,100,31.158713
1.0,75,32.405725
1.0,80,32.727092
-1.0,100,34.135756
1.0,74,35.464918
1.0,19,35.544223
1.0,30,35.661292
-1.0,100,37.124357
-1.0,100,38.511053
-1.0,100,38.927813
1.0,96,40.33462
-1.0,100,41.797488
-1.0,100,43.180314
-1.0,100,43.570318
-1.0,100,45.005774
1.0,25,45.110923
-1.0,100,46.46034
-1.0,100,47.932488
-1.0,100,49.279941
-1.0,100,50.690473
1.0,88,51.071349
1.0,72,52.426021
-1.0,100,53.802256
-1.0,100,54.2254
-1.0,100,55.648674
1.0,60,56.930512
1.0,49,57.128308
-1.0,100,58.54366
-1.0,100,59.90536
-1.0,100,60.3053
1.0,66,61.643431
-1.0,100,63.054634
-1.0,100,63.461374
-1.0,100,64.884295
1.0,47,66.113959
-1.0,100,66.523495
-1.0,100,68.055128
-1.0,100,69.462479
1.0,30,69.596163
-1.0,100,71.00445
-1.0,100,72.365812
-1.0,100,73.856819
1.0,10,73.901923
-1.0,100,74.313756
-1.0,100,75.702387
-1.0,100,77.085162
-1.0,100,78.468821
1.0,24,78.56587
-1.0,100,80.019657
-1.0,100,80.440678
-1.0,100,81.834543
-1.0,100,83.252983
-1.0,100,84.59189
-1.0,100,86.011676
-1.0,100,86.42569
1.0,15,86.484298
1.0,66,87.707487
-1.0,100,89.052626
-1.0,100,90.551146
-1.0,100,90.966357
-1.0,100,92.298979
-1.0,100,93.76529
-1.0,100,95.099756
-1.0,100,95.536572
-1.0,100,96.986648
1.0,41,98.128619
-1.0,100,98.540733
-1.0,100,100.031781
-1.0,100,101.488335
-1.0,100,102.863021
-1.0,100,103.286674
-1.0,100,104.65382
-1.0,100,106.027832
-1.0,100,107.4161
-1.0,100,108.854368
-1.0,100,109.27319
-1.0,100,110.606024
-1.0,100,111.971433
-1.0,100,113.425429
-1.0,100,114.804804
-1.0,100,115.220814
-1.0,100,116.596855
-1.0,100,118.075857
-1.0,100,119.465631
-1.0,100,119.89006
-1.0,100,121.240216
-1.0,100,122.817772
1.0,53,123.151711
-1.0,100,124.9411
-1.0,100,126.398676
-1.0,100,127.817542
1.0,87,128.174401
1.0,9,128.213259
-1.0,100,129.574156
-1.0,100,131.002514
-1.0,100,132.465041
-1.0,100,133.908962
1.0,39,134.079004
-1.0,100,135.470238
-1.0,100,135.88451
1.0,39,136.972077
-1.0,100,138.283237
-1.0,100,138.680982
-1.0,100,139.984172
-1.0,100,141.416929
-1.0,100,143.172187
-1.0,100,143.771439
1.0,75,145.261933
1.0,82,146.570582
1.0,13,146.628119
-1.0,100,148.067136
-1.0,100,148.495676
1.0,9,148.536942
-1.0,100,149.986681
-1.0,100,151.35839
-1.0,100,152.858802
-1.0,100,154.197861
-1.0,100,154.609101
-1.0,100,155.985512
1.0,23,156.08537
-1.0,100,157.548365
1.0,61,158.982759
1.0,30,159.116876
-1.0,100,160.487589
1.0,60,160.74278
1.0,12,160.797273
-1.0,100,162.215233
-1.0,100,163.596403
-1.0,100,164.019591
-1.0,100,165.477076
1.0,27,165.592002
-1.0,100,167.067419
-1.0,100,168.592849
-1.0,100,169.984256
1.0,74,170.300304
-1.0,100,171.668125
-1.0,100,173.071094
-1.0,100,174.464431
-1.0,100,175.823353
-1.0,100,176.253519
-1.0,100,177.782514
1.0,51,177.987603
-1.0,100,179.488504
-1.0,100,181.118741
-1.0,100,183.013419
1.0,72,183.341423
1.0,38,184.454446
-1.0,100,184.871935
-1.0,100,186.268928
-1.0,100,187.811614
-1.0,100,189.192104
1.0,11,189.243301
1.0,89,190.599572
-1.0,100,191.029569
1.0,13,191.093445
1.0,64,192.554362
-1.0,100,193.97944
-1.0,100,195.515246
1.0,81,195.851718
-1.0,100,197.270195
1.0,40,197.43434
-1.0,100,198.833039
-1.0,100,200.235348
1.0,72,200.528902
-1.0,100,201.870311
-1.0,100,203.235086
-1.0,100,204.679822
-1.0,100,206.160355
-1.0,100,206.596245
-1.0,100,208.094795
-1.0,100,209.493933
-1.0,100,210.962648
-1.0,100,211.366463
1.0,12,212.356012
-1.0,100,212.761834
-1.0,100,214.149074
1.0,48,214.356504
1.0,72,215.620071
-1.0,100,217.144407
1.0,31,217.274033
-1.0,100,218.758526
-1.0,100,220.26332
1.0,50,220.463815
-1.0,100,221.839023
1.0,8,221.871952
1.0,22,221.965087
-1.0,100,223.360853
1.0,8,223.396472
-1.0,100,224.706159
-1.0,100,225.133164
-1.0,100,226.563581
1.0,47,227.670012
-1.0,100,228.078125
1.0,52,229.273599
-1.0,100,230.668983
-1.0,100,231.072095
1.0,42,232.229333
1.0,37,232.382751
1.0,12,232.433813
-1.0,100,233.967255
-1.0,100,235.331968
-1.0,100,235.752865
-1.0,100,237.137232
-1.0,100,238.487213
-1.0,100,239.906783
-1.0,100,240.316103
1.0,44,241.560449
-1.0,100,242.977138
-1.0,100,243.385795
1.0,51,244.598804
-1.0,100,246.030365
-1.0,100,246.44013
-1.0,100,247.885695
-1.0,100,249.305383
-1.0,100,250.755676
-1.0,100,251.173538
-1.0,100,252.610872
-1.0,100,254.032926
-1.0,100,255.418382
1.0,79,255.772912
-1.0,100,257.142885
-1.0,100,258.50679
-1.0,100,260.07839
-1.0,100,261.428667
-1.0,100,261.84028
-1.0,100,263.266932
1.0,72,264.575471
-1.0,100,265.013783
1.0,58,266.244339
1.0,40,266.422409
1.0,15,266.486854
1.0,79,267.859703
-1.0,100,269.254691
-1.0,100,270.713933
1.0,14,270.769388
1.0,45,270.958012
1.0,61,271.22799
-1.0,100,272.583419
-1.0,100,274.041321
1.0,49,274.251608
-1.0,100,275.777263
1.0,83,277.143552
-1.0,100,278.580531
-1.0,100,279.008229
-1.0,100,280.447437
1.0,38,280.61242
-1.0,100,281.98084
-1.0,100,283.514432
-1.0,100,285.002758
1.0,40,285.179332
-1.0,100,286.575567
-1.0,100,288.014585
-1.0,100,288.456425
1.0,19,289.578457
1.0,31,289.726937
-1.0,100,291.253506
1.0,19,291.342607
1.0,14,291.402086
-1.0,100,292.867456
-1.0,100,293.281153
-1.0,100,294.796791
-1.0,100,296.218352
1.0,43,296.469942
1.0,26,297.905459
-1.0,100,298.504224
1.0,82,299.933929
1.0,42,300.124932
-1.0,100,301.683496
1.0,37,301.845068
-1.0,100,303.270406
-1.0,100,304.799556
1.0,12,304.847227
1.0,53,305.071118
-1.0,100,306.543505
-1.0,100,308.037558
1.0,9,308.075794
-1.0,100,309.52957
-1.0,100,310.990636
1.0,48,311.205451
1.0,42,311.380152
-1.0,100,312.945325
1.0,12,313.00225
1.0,25,313.106874
1.0,47,314.265516
1.0,93,315.781122
1.0,42,315.963211
1.0,83,317.276042
-1.0,100,317.713792
-1.0,100,319.158003
-1.0,100,320.610632
1.0,78,320.949204
-1.0,100,322.397399
-1.0,100,323.852818
1.0,42,324.042194
1.0,47,325.223552
1.0,23,325.324053
1.0,8,325.358045
-1.0,100,326.774351
1.0,58,327.018801
1.0,9,327.054774
-1.0,100,328.593158
1.0,21,328.682714
1.0,10,328.72631
-1.0,100,330.086439
1.0,39,330.259631
1.0,21,331.435779
-1.0,100,331.87564
-1.0,100,333.316376
1.0,8,333.355105
1.0,26,333.48203
-1.0,100,335.067522
1.0,14,335.128276
1.0,55,336.356371
-1.0,100,336.799873
1.0,22,337.850943
1.0,29,337.980522
-1.0,100,339.392173
-1.0,100,339.826876
-1.0,100,341.226143
1.0,54,342.374494
1.0,28,342.495963
1.0,95,343.880255
-1.0,100,344.319054
-1.0,100,345.98299
-1.0,100,347.48119
-1.0,100,348.992698
1.0,40,349.164949
1.0,63,350.385098
-1.0,100,350.808137
1.0,22,350.895795
-1.0,100,352.375471
1.0,25,352.480823
-1.0,100,354.044518
1.0,55,355.265417
1.0,19,355.352422
1.0,65,355.618657
-1.0,100,356.955187
1.0,82,358.271238
1.0,78,358.601397
1.0,46,359.785338
1.0,43,359.994995
1.0,88,361.471704
1.0,18,361.552564
-1.0,100,362.990892
-1.0,100,363.403484
-1.0,100,364.762595
-1.0,100,366.175041
1.0,75,367.552209
-1.0,100,367.945958
-1.0,100,369.358662
1.0,18,369.434586
-1.0,100,370.898448
-1.0,100,372.26295
1.0,33,372.398792
-1.0,100,373.796899
1.0,94,375.19978
1.0,84,375.555537
-1.0,100,376.95646
-1.0,100,378.334526
1.0,20,378.408965
-1.0,100,379.903553
1.0,39,380.075976
-1.0,100,381.517278
1.0,40,381.68707
-1.0,100,383.081542
-1.0,100,384.535327
1.0,57,384.776621
1.0,20,384.865923
-1.0,100,386.354567
1.0,30,386.485824
1.0,18,386.56454
1.0,8,387.614258
1.0,19,387.69758
1.0,10,387.741527
-1.0,100,389.236954
-1.0,100,389.635232
-1.0,100,391.073144
1.0,5,391.095899
-1.0,100,392.618868
1.0,17,392.69522
1.0,58,393.898448
1.0,81,394.238919
-1.0,100,395.64736
-1.0,100,397.078594
1.0,50,397.29406
-1.0,100,398.682196
-1.0,100,400.026968
1.0,72,400.33743
1.0,61,401.671054
1.0,11,401.713079
-1.0,100,403.109096
-1.0,100,403.563242
1.0,37,404.68362
1.0,49,404.889848
-1.0,100,406.301032
1.0,23,406.409865
1.0,35,406.564015
1.0,6,406.5934
1.0,87,408.025091
-1.0,100,409.554024
1.0,91,409.949278
1.0,62,411.280855
-1.0,100,412.748818
1.0,12,412.796367
1.0,19,412.880053
1.0,13,412.940482
1.0,23,413.04549
1.0,47,414.266108
1.0,65,414.536296
1.0,10,414.584631
1.0,43,415.753733
1.0,52,415.97316
1.0,12,416.026021
-1.0,100,417.53208
1.0,29,417.65416
1.0,15,417.724452
1.0,17,417.794376
-1.0,100,419.221024
1.0,95,420.665855
1.0,34,420.806567
1.0,33,420.945414
1.0,15,421.013452
-1.0,100,422.501961
1.0,61,423.76391
-1.0,100,425.238407
1.0,92,425.61146
1.0,78,427.002844
-1.0,100,428.41219
1.0,86,428.779988
1.0,19,428.862062
-1.0,100,430.303745
1.0,14,430.366347
1.0,86,431.706123
1.0,28,431.817916
1.0,38,432.980923
-1.0,100,433.390234
1.0,28,434.536645
1.0,56,434.759692
-1.0,100,436.168016
1.0,22,436.261472
1.0,29,436.380696
1.0,28,436.498094
1.0,100,437.890619
-1.0,100,439.371607
1.0,97,440.731997
1.0,5,440.753137
1.0,25,440.851684
-1.0,100,442.348634
1.0,9,442.386379
1.0,63,442.655246
-1.0,100,444.13263
-1.0,100,445.487708
1.0,46,445.682164
1.0,20,445.768654
1.0,15,445.834975
1.0,42,446.979783
1.0,28,447.090996
1.0,81,448.402611
-1.0,100,448.812041
1.0,50,450.0487
1.0,73,450.344596
1.0,23,451.3847
1.0,33,451.512456
1.0,96,453.027572
1.0,31,453.15813
1.0,45,453.347705
-1.0,100,454.756266
1.0,76,456.059418
-1.0,100,456.458151
1.0,71,457.794509
-1.0,100,459.281049
-1.0,100,459.676438
-1.0,100,461.048612
1.0,49,462.248471
1.0,45,462.441397
1.0,85,463.790007
-1.0,100,464.188777
-1.0,100,465.591026
1.0,19,465.665355
1.0,14,465.725901
-1.0,100,467.152835
1.0,31,467.286775
-1.0,100,468.697582
1.0,90,470.015347
1.0,51,470.213902
1.0,79,471.57072
1.0,64,471.834622
-1.0,100,473.236353
1.0,84,474.553707
-1.0,100,476.003116
1.0,79,476.321498
-1.0,100,477.738856
1.0,37,477.901005
1.0,77,479.170203
-1.0,100,480.547309
-1.0,100,481.936138
1.0,56,482.157434
-1.0,100,483.603927
1.0,23,483.703577
1.0,83,485.118793
-1.0,100,485.544958
1.0,33,486.732419
1.0,23,486.826369
1.0,13,486.884073
-1.0,100,488.329832
-1.0,100,488.769592
1.0,49,489.963384
1.0,82,490.323275
-1.0,100,491.683151
1.0,77,492.941645
1.0,31,493.064946
-1.0,100,494.489973
-1.0,100,496.038218
-1.0,100,496.465301
-1.0,100,497.813183
1.0,64,499.076243
1.0,60,499.336099
1.0,50,500.529766
1.0,10,500.572642
1.0,88,500.940295
-1.0,100,502.340729
1.0,84,503.62704
-1.0,100,505.01492
-1.0,100,505.425567
1.0,82,506.762848
1.0,57,507.007441
-1.0,100,508.449515
-1.0,100,509.880594
-1.0,100,511.224101
1.0,100,512.617312
-1.0,100,513.03668
-1.0,100,514.406025
1.0,44,514.59351
-1.0,100,516.091023
1.0,40,517.377066
1.0,17,517.445656
1.0,20,517.535766
-1.0,100,518.965325
1.0,89,519.343629
-1.0,100,520.669579
-1.0,100,522.073904
1.0,9,522.111247
1.0,46,522.311909
1.0,38,523.454105
1.0,57,523.699314
-1.0,100,525.174944
-1.0,100,526.766535
1.0,37,526.916534
1.0,20,527.007002
1.0,91,528.383703
1.0,17,528.464303
1.0,53,528.697963
-1.0,100,530.260491
1.0,71,531.509039
-1.0,100,531.901445
-1.0,100,533.284787
1.0,68,534.58877
1.0,29,534.699872
-1.0,100,536.092834
-1.0,100,537.564235
-1.0,100,537.960675
1.0,17,538.030947
-1.0,100,539.386016
1.0,53,540.68655
1.0,70,540.985531
1.0,67,542.245458
