#{"env_id": null, "t_start": 1550439889.1704478}
r,l,t
-1.0,100,796.660091
-1.0,100,797.023141
1.0,15,798.278049
-1.0,100,798.697392
-1.0,100,800.108366
-1.0,100,801.497695
-1.0,100,802.980494
1.0,13,803.036805
-1.0,100,804.637748
-1.0,100,805.066445
-1.0,100,806.504035
-1.0,100,807.957347
1.0,86,809.228642
1.0,6,809.260575
-1.0,100,809.692604
1.0,73,811.108457
-1.0,100,812.599136
-1.0,100,813.918665
-1.0,100,814.320997
-1.0,100,815.630863
1.0,15,815.698534
-1.0,100,817.090002
-1.0,100,818.504511
-1.0,100,819.828524
-1.0,100,820.218578
-1.0,100,821.688595
1.0,14,821.748194
1.0,12,821.795637
1.0,39,822.965173
-1.0,100,823.383843
1.0,49,824.578577
-1.0,100,826.111103
-1.0,100,826.547732
1.0,63,827.755782
1.0,57,827.990585
1.0,52,829.212725
-1.0,100,830.549307
-1.0,100,830.958266
1.0,37,832.153551
-1.0,100,832.549678
-1.0,100,834.056627
-1.0,100,835.469356
-1.0,100,836.867541
-1.0,100,838.498798
1.0,22,838.591277
-1.0,100,839.01547
-1.0,100,840.450197
1.0,11,840.493338
-1.0,100,841.904296
-1.0,100,843.307758
1.0,95,844.729006
-1.0,100,845.139233
-1.0,100,846.552579
-1.0,100,847.90892
-1.0,100,849.4658
1.0,22,849.548362
-1.0,100,850.889309
1.0,76,851.193709
-1.0,100,852.551938
1.0,84,853.869066
1.0,14,853.93398
-1.0,100,855.425034
-1.0,100,855.821761
-1.0,100,857.213333
-1.0,100,858.708901
-1.0,100,860.113323
1.0,78,860.439035
-1.0,100,861.88206
1.0,19,861.973854
-1.0,100,863.383301
1.0,52,863.604556
1.0,34,864.703089
-1.0,100,866.107881
-1.0,100,866.483787
1.0,49,867.699736
-1.0,100,868.087725
-1.0,100,869.521424
1.0,19,869.602533
-1.0,100,870.937456
-1.0,100,872.351574
-1.0,100,873.757997
-1.0,100,875.141405
-1.0,100,875.553486
-1.0,100,876.931291
-1.0,100,878.291402
-1.0,100,879.741215
-1.0,100,880.125462
-1.0,100,881.463999
-1.0,100,882.870663
-1.0,100,884.255283
1.0,26,884.357127
1.0,13,884.406096
1.0,21,884.47328
-1.0,100,885.771913
-1.0,100,887.219222
1.0,44,887.386308
-1.0,100,888.865571
-1.0,100,890.265129
-1.0,100,891.631298
-1.0,100,892.002421
1.0,94,893.356853
1.0,42,893.501875
1.0,62,894.738924
-1.0,100,896.10569
-1.0,100,896.490146
-1.0,100,897.858968
1.0,61,899.189948
1.0,62,899.457395
-1.0,100,900.925714
-1.0,100,902.443187
1.0,60,902.700069
-1.0,100,904.127021
-1.0,100,905.522151
-1.0,100,907.016632
1.0,24,907.120599
1.0,96,907.499838
1.0,11,908.536267
-1.0,100,908.953777
-1.0,100,910.424179
1.0,43,910.601993
-1.0,100,911.937162
1.0,93,913.488428
1.0,20,913.579153
-1.0,100,915.078639
-1.0,100,916.473187
-1.0,100,916.877312
1.0,10,918.029074
-1.0,100,918.444451
1.0,12,918.491353
1.0,45,919.741355
-1.0,100,921.196626
-1.0,100,921.594415
1.0,13,921.644969
1.0,37,922.770901
-1.0,100,923.154968
-1.0,100,924.590876
-1.0,100,926.026944
-1.0,100,927.426527
-1.0,100,928.867926
-1.0,100,929.273337
1.0,35,930.503552
-1.0,100,930.918051
1.0,35,932.137477
-1.0,100,933.649953
-1.0,100,934.091251
1.0,6,934.113573
-1.0,100,935.549898
-1.0,100,937.097092
-1.0,100,938.500659
-1.0,100,938.876018
-1.0,100,940.219763
1.0,34,941.286233
-1.0,100,941.702927
1.0,5,941.725094
-1.0,100,943.180596
-1.0,100,944.587776
-1.0,100,946.155996
1.0,46,946.347847
-1.0,100,947.770398
1.0,50,947.987567
-1.0,100,949.463822
-1.0,100,950.889444
-1.0,100,952.349075
1.0,73,952.67871
-1.0,100,954.056397
1.0,34,954.208848
1.0,98,955.53714
-1.0,100,956.998378
-1.0,100,957.39554
-1.0,100,958.98189
-1.0,100,960.349329
-1.0,100,961.75633
1.0,95,963.175267
-1.0,100,963.584244
-1.0,100,965.039765
-1.0,100,966.379927
-1.0,100,967.796454
1.0,39,967.955609
-1.0,100,969.469482
-1.0,100,970.885156
1.0,36,971.029886
-1.0,100,972.476044
1.0,59,972.735422
-1.0,100,974.107134
-1.0,100,975.598021
1.0,8,975.631808
-1.0,100,976.040547
-1.0,100,977.468151
-1.0,100,978.945913
-1.0,100,980.421117
-1.0,100,981.851432
-1.0,100,982.255864
-1.0,100,983.597323
-1.0,100,985.166515
-1.0,100,986.540836
-1.0,100,987.935775
-1.0,100,988.342849
-1.0,100,989.84947
-1.0,100,991.279622
1.0,55,991.500828
-1.0,100,992.874133
1.0,35,993.005116
-1.0,100,994.32895
-1.0,100,995.782988
1.0,29,995.913029
-1.0,100,997.311815
-1.0,100,998.777374
-1.0,100,999.177493
1.0,58,1000.482875
-1.0,100,1001.879255
-1.0,100,1003.31434
-1.0,100,1003.719472
-1.0,100,1005.189976
1.0,85,1006.573695
-1.0,100,1008.018477
1.0,84,1008.34722
-1.0,100,1009.754601
1.0,29,1009.874231
-1.0,100,1011.286297
-1.0,100,1012.71273
-1.0,100,1014.044188
-1.0,100,1014.487639
-1.0,100,1015.924035
1.0,67,1017.12926
-1.0,100,1017.518017
-1.0,100,1018.964038
-1.0,100,1020.374511
-1.0,100,1021.785475
-1.0,100,1023.246511
-1.0,100,1023.668687
-1.0,100,1025.040039
1.0,11,1025.081643
-1.0,100,1026.527631
-1.0,100,1027.967191
-1.0,100,1029.266241
-1.0,100,1029.678998
-1.0,100,1031.182839
-1.0,100,1032.557345
-1.0,100,1033.925717
