#{"env_id": null, "t_start": 1550434953.4949448}
r,l,t
-1.0,100,490.331282
1.0,29,491.384764
-1.0,100,491.791008
1.0,98,493.327075
1.0,35,494.379736
-1.0,100,494.804099
1.0,86,496.18084
-1.0,100,497.675134
-1.0,100,498.979469
-1.0,100,499.389792
-1.0,100,500.704834
1.0,84,501.992356
-1.0,100,503.477919
-1.0,100,503.911253
-1.0,100,505.244887
-1.0,100,506.536025
1.0,33,506.666408
-1.0,100,508.060303
-1.0,100,509.450096
-1.0,100,509.861628
-1.0,100,511.344827
-1.0,100,512.790209
1.0,76,514.024883
1.0,59,514.261864
-1.0,100,515.60054
1.0,36,515.754817
1.0,81,517.049414
-1.0,100,518.451165
-1.0,100,518.829297
-1.0,100,520.172831
1.0,34,520.302847
-1.0,100,521.725341
-1.0,100,523.093933
-1.0,100,524.439101
-1.0,100,525.775801
-1.0,100,526.196993
-1.0,100,527.59264
1.0,37,527.750526
-1.0,100,529.082909
-1.0,100,530.569732
-1.0,100,531.926233
1.0,44,532.089997
1.0,94,533.463867
1.0,68,533.742486
-1.0,100,535.191902
1.0,63,536.479497
1.0,30,536.595045
-1.0,100,538.065343
1.0,84,538.413737
-1.0,100,539.787145
-1.0,100,541.192683
-1.0,100,542.511969
-1.0,100,542.929085
-1.0,100,544.434904
-1.0,100,545.87928
-1.0,100,547.275092
1.0,85,547.641335
-1.0,100,549.040785
-1.0,100,550.461293
-1.0,100,551.95234
-1.0,100,553.327059
-1.0,100,553.716075
-1.0,100,555.059953
-1.0,100,556.364075
-1.0,100,557.843051
-1.0,100,558.267822
-1.0,100,559.595382
-1.0,100,560.99728
-1.0,100,562.404937
-1.0,100,563.823068
-1.0,100,564.230982
-1.0,100,565.580927
-1.0,100,566.853603
-1.0,100,568.196833
-1.0,100,568.616158
-1.0,100,569.993559
-1.0,100,571.374876
-1.0,100,572.892025
-1.0,100,574.241077
-1.0,100,574.649981
-1.0,100,576.101306
-1.0,100,577.51663
-1.0,100,578.860624
1.0,29,578.972611
-1.0,100,580.381444
-1.0,100,581.855061
1.0,17,581.930592
-1.0,100,582.29719
-1.0,100,583.65111
-1.0,100,585.071011
1.0,54,585.292411
1.0,29,586.350579
-1.0,100,586.70883
1.0,51,587.940255
-1.0,100,589.300318
-1.0,100,589.675602
1.0,4,589.693351
-1.0,100,591.041628
1.0,31,591.177216
-1.0,100,592.541756
-1.0,100,593.878664
1.0,21,593.969298
1.0,14,594.031461
-1.0,100,595.453141
-1.0,100,596.809706
-1.0,100,598.411168
1.0,23,598.504147
-1.0,100,599.797643
1.0,20,599.872177
-1.0,100,601.195553
1.0,20,601.275805
-1.0,100,601.673472
-1.0,100,602.982381
-1.0,100,604.318057
-1.0,100,605.700151
1.0,29,605.825913
1.0,77,607.12811
-1.0,100,607.539521
1.0,76,608.818996
-1.0,100,610.229059
-1.0,100,611.719407
-1.0,100,612.16264
-1.0,100,613.55113
-1.0,100,614.936946
-1.0,100,616.334665
1.0,70,616.631135
-1.0,100,618.034086
-1.0,100,619.4581
1.0,45,619.653173
-1.0,100,621.205742
1.0,69,621.474566
-1.0,100,622.887192
1.0,73,624.179408
-1.0,100,625.482553
-1.0,100,625.89087
1.0,100,627.236256
-1.0,100,628.61897
-1.0,100,629.975055
1.0,90,630.350108
1.0,55,631.565768
-1.0,100,632.931708
-1.0,100,633.361479
-1.0,100,634.728201
1.0,79,636.047767
-1.0,100,637.392476
-1.0,100,637.789833
1.0,64,639.019721
-1.0,100,640.489915
-1.0,100,640.900857
-1.0,100,642.205051
-1.0,100,643.582511
