#{"env_id": null, "t_start": 1550432692.1517162}
r,l,t
-1.0,100,5.995229
-1.0,100,8.357505
-1.0,100,9.73544
-1.0,100,11.150642
-1.0,100,11.57031
-1.0,100,12.924847
-1.0,100,14.336
-1.0,100,15.831892
-1.0,100,17.283556
-1.0,100,17.692041
1.0,14,17.756143
1.0,8,17.793638
1.0,56,18.959822
-1.0,100,20.261773
-1.0,100,20.639431
-1.0,100,22.012256
-1.0,100,23.474144
-1.0,100,24.943265
1.0,14,24.994656
-1.0,100,26.511527
1.0,29,26.630025
-1.0,100,28.075937
1.0,35,28.219486
-1.0,100,29.58444
-1.0,100,30.921254
-1.0,100,31.344718
1.0,68,32.585337
-1.0,100,34.136018
-1.0,100,34.560666
1.0,49,35.73971
1.0,29,35.841305
1.0,14,35.903793
-1.0,100,37.297287
-1.0,100,38.700128
-1.0,100,39.144121
-1.0,100,40.513629
-1.0,100,41.902483
-1.0,100,43.258852
-1.0,100,44.572637
-1.0,100,44.955707
-1.0,100,46.325485
-1.0,100,47.765729
-1.0,100,49.154349
-1.0,100,50.558648
-1.0,100,50.945292
-1.0,100,52.37432
1.0,34,52.51735
1.0,85,54.02072
-1.0,100,55.394073
-1.0,100,56.933855
-1.0,100,57.337569
-1.0,100,58.703159
-1.0,100,60.238555
-1.0,100,61.630217
-1.0,100,62.020317
-1.0,100,63.361405
-1.0,100,64.78819
1.0,24,64.877159
-1.0,100,66.279165
-1.0,100,67.640492
-1.0,100,69.094493
-1.0,100,69.465845
-1.0,100,70.869126
-1.0,100,72.247415
-1.0,100,73.641903
-1.0,100,74.065596
-1.0,100,75.423564
-1.0,100,76.824047
-1.0,100,78.439671
1.0,98,79.789854
-1.0,100,80.197976
-1.0,100,81.614386
1.0,9,81.65233
-1.0,100,83.080527
-1.0,100,84.530033
-1.0,100,86.015197
-1.0,100,86.425424
1.0,100,87.79228
-1.0,100,89.275468
1.0,38,89.416895
-1.0,100,90.770052
-1.0,100,92.12408
-1.0,100,93.448605
-1.0,100,93.864252
-1.0,100,95.266728
-1.0,100,96.704013
-1.0,100,98.193062
1.0,85,98.537436
-1.0,100,99.941611
-1.0,100,101.335668
-1.0,100,102.714473
-1.0,100,103.118231
-1.0,100,104.45694
1.0,76,105.788585
1.0,74,106.08142
-1.0,100,107.547037
-1.0,100,108.977904
1.0,26,109.091947
-1.0,100,110.530767
1.0,28,110.650011
-1.0,100,112.045756
-1.0,100,113.416808
-1.0,100,114.913652
-1.0,100,115.324698
-1.0,100,116.726871
-1.0,100,118.045477
-1.0,100,119.468714
1.0,46,119.649709
1.0,53,119.858417
1.0,94,121.232092
1.0,15,121.295322
-1.0,100,122.776513
-1.0,100,124.132922
-1.0,100,125.605753
1.0,16,125.675296
-1.0,100,127.166745
1.0,59,127.426009
1.0,12,127.476821
-1.0,100,128.883637
-1.0,100,130.467858
-1.0,100,130.893603
-1.0,100,132.250151
-1.0,100,133.665781
1.0,28,133.786223
-1.0,100,135.169057
1.0,30,135.287914
1.0,19,135.37518
1.0,49,136.613233
-1.0,100,138.099029
